index,Geography,Product,Custom Segment Value,Custom Sub Segment Value,Custom Parent Value,Custom Major Brand Value,Custom Brand Value,Dollar Sales,Dollar Sales Year Ago,Dollar Sales Change vs YA,Dollar Sales % Change vs YA,Unit Sales,Unit Sales Year Ago,Unit Sales Change vs YA,Unit Sales % Change vs YA,ACV Weighted Distribution,ACV Weighted Distribution Year Ago,ACV Weighted Distribution Change vs YA
34084,Walmart Corp-RMA - Walmart,EARTH THERAPEUTICS IMPLEMENTS PUMICE 1 CT - 7337771912,FOOT,ABRASIVES,EARTH THERAPEUTICS LTD,EARTH THERAPEUTICS,EARTH THERAPEUTICS,8.19469319,0,8.19469319,0,1.000573039,0,1.000573039,0,0.021870693,0,0.021870693
34088,Walmart Corp-RMA - Walmart,ECOTOOLS IMPLEMENTS PUMICE 1 CT - 7962507419,FOOT,ABRASIVES,PARIS PRESENTS INC,ECOTOOLS,ECOTOOLS,33.07,2443.65621,-2410.58621,-0.986467,5,381.0012879,-376.0012879,-0.986876685,0.112889475,2.772171193,-2.659281718
34089,Walmart Corp-RMA - Walmart,ECOTOOLS IMPLEMENTS PUMICE 1 CT - 7962507672,FOOT,ABRASIVES,YELLOW WOOD PARTNERS,ECOTOOLS,ECOTOOLS,95385.97964,113477.8359,-18091.85626,-0.159430748,26440.49882,28640.59262,-2200.093797,-0.076817328,51.92181367,50.25815676,1.663656906
34093,Walmart Corp-RMA - Walmart,EVRI SPONGEABLES IMPLEMENTS PUMICE 2 CT - 1441530932,FOOT,ABRASIVES,EVRIHOLDER PRODUCTS LLC,EVRI,EVRI SPONGEABLES,108.5074148,1626.028012,-1517.520597,-0.933268422,46.00296593,701.0112047,-655.0082388,-0.934376276,0.330679221,1.583612696,-1.252933475
34094,Walmart Corp-RMA - Walmart,FOOTSTONE IMPLEMENTS PUMICE 1 CT - 7113200014,FOOT,ABRASIVES,UNTD STATES PUMICE CO,FOOTSTONE,FOOTSTONE,37.6,65.41,-27.81,-0.425164348,1,2,-1,-0.5,0.029338005,0.060364112,-0.031026106
34098,Walmart Corp-RMA - Walmart,FREEMAN IMPLEMENTS PUMICE 1 CT - 7962522500,FOOT,ABRASIVES,YELLOW WOOD PARTNERS,FREEMAN,FREEMAN,5.94,7.94,-2,-0.251889169,3,5,-2,-0.4,0.074060681,0.148319409,-0.074258728
34120,Walmart Corp-RMA - Walmart,LULU IMPLEMENTS PUMICE 2 CT - 4383464964,FOOT,ABRASIVES,ACCESSORY CONCEPTS,LULU,LULU,266355.1771,0,266355.1771,0,109335.159,0,109335.159,0,63.44200406,0,63.44200406
34140,Walmart Corp-RMA - Walmart,OKAY IMPLEMENTS PUMICE 1 CT - 1516602611,FOOT,ABRASIVES,XTREME BEAUTY INTERNATIONAL,OKAY,OKAY,3.25,0.25,3,12,2,1,1,1,0.050855071,0.018124478,0.032730593
34141,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS PUMICE 1 CT - 1793703139,FOOT,ABRASIVES,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,1560815.718,1770708.5,-209892.782,-0.118536045,314011.3438,357007.3002,-42995.9564,-0.12043439,97.61554984,97.4312186,0.184331248
34145,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS PUMICE 1 CT - 1793770800,FOOT,ABRASIVES,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,236990.6225,263091.2766,-26100.65407,-0.0992076,41132.06381,48490.71285,-7358.649041,-0.151753781,33.2592325,32.86770913,0.391523365
34269,Walmart Corp-RMA - Walmart,PURE BODY IMPLEMENTS PUMICE 1 CT - 0629220232,FOOT,ABRASIVES,NATIONAL RETAIL SOLUTIONS INC,PURE BODY,PURE BODY,4.85,0,4.85,0,1,0,1,0,0.015837122,0,0.015837122
34274,Walmart Corp-RMA - Walmart,REVLON IMPLEMENTS PUMICE 1 CT - 0997253091,FOOT,ABRASIVES,REVLON INC,REVLON,REVLON,0,2.25,-2.25,-1,0,2,-2,-1,0,0.04260774,-0.04260774
34285,Walmart Corp-RMA - Walmart,SIMPLY FOOT IMPLEMENTS PUMICE 1 CT - 7203298408,FOOT,ABRASIVES,PACIFIC WORLD CORP,SIMPLY FOOT,SIMPLY FOOT,10.85182709,12.23275162,-1.380924537,-0.112887483,5.000841975,9.001268029,-4.000426054,-0.444429167,0.114966372,0.156266421,-0.041300049
34290,Walmart Corp-RMA - Walmart,SWISSCO IMPLEMENTS PUMICE 1 CT - 6989844281,FOOT,ABRASIVES,SWISSCO INC,SWISSCO,SWISSCO,37.97383251,21.12,16.85383251,0.798003433,6.000846028,3,3.000846028,1.000282009,0.177677047,0.07076591,0.106911136
34300,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS PUMICE 1 CT - 7160300453,FOOT,ABRASIVES,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,0,1,-1,-1,0,2,-2,-1,0,0.059149864,-0.059149864
34303,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS PUMICE 1 CT - 7160304297,FOOT,ABRASIVES,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,14.13205076,7.643132032,6.488918731,0.848986869,8.001417994,4.001268029,4.000149965,0.999720573,0.203264035,0.115358515,0.08790552
34304,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS PUMICE 1 CT - 7160306638,FOOT,ABRASIVES,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,16.58,16.94,-0.36,-0.021251476,3,4,-1,-0.25,0.07217722,0.081192884,-0.009015663
34305,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS PUMICE 1 CT - 7160309618,FOOT,ABRASIVES,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,9.81,6.54,3.27,0.5,3,2,1,0.5,0.029528173,0.064311464,-0.03478329
34312,Walmart Corp-RMA - Walmart,TWEEZERMAN IMPLEMENTS PUMICE 1 CT - 3809702196,FOOT,ABRASIVES,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,6,0,6,0,1,0,1,0,0.031553787,0,0.031553787
34320,Walmart Corp-RMA - Walmart,EASY FEET IMPLEMENTS FOOT BRUSH 1 CT - 4027505067,FOOT,BRUSHES,IDEA VILLAGE LLC.,EASY FEET,EASY FEET,60.76272547,147.63,-86.86727453,-0.588412074,7.001413941,16,-8.998586059,-0.562411629,0.178106528,0.347305531,-0.169199003
34321,Walmart Corp-RMA - Walmart,EASY FEET IMPLEMENTS FOOT BRUSH 1 CT - 5450202267,FOOT,BRUSHES,IDEA VILLAGE LLC.,EASY FEET,EASY FEET,5,29.88,-24.88,-0.832663989,1,5,-4,-0.8,0.008851641,0.133630963,-0.124779322
34325,Walmart Corp-RMA - Walmart,MARY RUTHS IMPLEMENTS FOOT BRUSH 1 CT - 1010478392,FOOT,BRUSHES,BUTTERFLY EQUITY,MARY RUTHS,MARY RUTHS,62239.50452,0,62239.50452,0,22152.4877,0,22152.4877,0,15.9819771,0,15.9819771
34336,Walmart Corp-RMA - Walmart,PURE BODY IMPLEMENTS FOOT BRUSH 1 CT - 0629220101,FOOT,BRUSHES,NATIONAL RETAIL SOLUTIONS INC,PURE BODY,PURE BODY,13.47,0,13.47,0,3,0,3,0,0.045464653,0,0.045464653
34341,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS BOARDS/FILES 1 CT - 1793770802,FOOT,CALLUS,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,2518382.068,2998297.026,-479914.9582,-0.160062513,309903.8349,373687.7885,-63783.95359,-0.170687819,100,100,0
34342,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS BOARDS/FILES 1 CT - 1793772227,FOOT,CALLUS,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,339.7417696,147032.496,-146692.7542,-0.997689342,73.00664794,16707.34345,-16634.33681,-0.995630266,1.217621327,29.50816099,-28.29053966
34366,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS CALLUS REMOVER 1 CT - 1793770348,FOOT,CALLUS,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,486668.4416,501927.7048,-15259.2632,-0.030401317,54544.05247,59336.88079,-4792.828319,-0.080773176,57.98025958,43.17288212,14.80737747
34368,Walmart Corp-RMA - Walmart,PED EGG EASY CURVE IMPLEMENTS CALLUS REMOVER 1 CT - 9729805042,FOOT,CALLUS,TELEBRANDS,PED EGG,PED EGG EASY CURVE,22.88,27.88,-5,-0.179340029,3,4,-1,-0.25,0.072483513,0.106601446,-0.034117933
34369,Walmart Corp-RMA - Walmart,PED EGG PRO IMPLEMENTS CALLUS REMOVER 1 CT - 9729801248,FOOT,CALLUS,TELEBRANDS,PED EGG,PED EGG PRO,49.40620459,53.41253755,-4.006332965,-0.075007351,5.000627995,6.001268983,-1.000640988,-0.166738233,0.115383565,0.149900085,-0.03451652
34438,Walmart Corp-RMA - Walmart,SIMPLY FOOT IMPLEMENTS CALLUS REMOVER 1 CT - 7203298406,FOOT,CALLUS,PACIFIC WORLD CORP,SIMPLY FOOT,SIMPLY FOOT,6.441694963,11.86,-5.418305037,-0.456855399,4.000856042,4,0.000856,0.000214,0.098995168,0.080752891,0.018242277
34439,Walmart Corp-RMA - Walmart,TRIM IMPLEMENTS CALLUS REMOVER 1 CT - 7160315803,FOOT,CALLUS,PACIFIC WORLD CORP,TRIM,TRIM,2.96,3.21,-0.25,-0.07788162,2,3,-1,-0.333333333,0.030683072,0.081095263,-0.050412191
34441,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS CALLUS REMOVER 1 CT - 7160300451,FOOT,CALLUS,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,2.57,2.250952542,0.319047458,0.141738865,2,3.001270056,-1.001270056,-0.333615449,0.066945977,0.066248497,0.000697
34454,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS CALLUS SHAVER 13 CT - 1793770466,FOOT,CALLUS,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,305400.4985,395322.3347,-89921.83625,-0.227464599,63504.41046,79756.91394,-16252.50348,-0.203775481,41.86310054,42.51720364,-0.654103095
34455,Walmart Corp-RMA - Walmart,PED EGG PRO IMPLEMENTS CALLUS SHAVER 3 CT - 9729801251,FOOT,CALLUS,TELEBRANDS,PED EGG,PED EGG PRO,0,30.26,-30.26,-1,0,3,-3,-1,0,0.089788277,-0.089788277
34498,Walmart Corp-RMA - Walmart,TRIM EASY HOLD IMPLEMENTS CALLUS SHAVER 1 CT - 7160305607,FOOT,CALLUS,PACIFIC WORLD CORP,TRIM,TRIM EASY HOLD,7.74,3.87,3.87,1,2,1,1,1,0.045703165,0.025301711,0.020401454
34499,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS CALLUS SHAVER 3 CT - 7160300560,FOOT,CALLUS,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,10.14,5.76,4.38,0.760416667,4,2,2,1,0.084394938,0.05681032,0.027584619
34500,Walmart Corp-RMA - Walmart,TWEEZERMAN IMPLEMENTS CALLUS SHAVER 1 CT - 3809750550,FOOT,CALLUS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,14,54.77283424,-40.77283424,-0.744398839,2,6.001948953,-4.001948953,-0.666774907,0.029019901,0.059058118,-0.030038217
34520,Walmart Corp-RMA - Walmart,DENCO IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 4213735490,FOOT,CLIPPERS,BELCAM INC,DENCO,DENCO,28.4928832,46.5,-18.0071168,-0.387249824,11.00120401,16,-4.998795986,-0.312424749,0.139520252,0.077984262,0.061535991
34521,Walmart Corp-RMA - Walmart,DENCO IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 4213735540,FOOT,CLIPPERS,BELCAM INC,DENCO,DENCO,9.913244399,7.98,1.933244399,0.242261203,2.000856042,2,0.000856,0.000428,0.042584084,0.050544122,-0.007960038
34524,Walmart Corp-RMA - Walmart,DENCO IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 4213735590,FOOT,CLIPPERS,BELCAM INC,DENCO,DENCO,10,10.56,-0.56,-0.053030303,4,4,0,0,0.021630579,0.04469554,-0.023064961
34546,Walmart Corp-RMA - Walmart,JAPONESQUE IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 3942859213,FOOT,CLIPPERS,JAPONESQUE,JAPONESQUE,JAPONESQUE,587.1615593,421641.2742,-421054.1126,-0.998607438,279.028543,112867.4484,-112588.4199,-0.997527821,3.509556002,65.41490014,-61.90534414
34556,Walmart Corp-RMA - Walmart,LIL NECESSITIES SCUNCI IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 9255410402,FOOT,CLIPPERS,LIL DRUG STORE PRODUCTS INC,LIL NECESSITIES,LIL NECESSITIES SCUNCI,0,4,-4,-1,0,2,-2,-1,0,0.028765994,-0.028765994
34703,Walmart Corp-RMA - Walmart,SUNMARK IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 1093918333,FOOT,CLIPPERS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,SUNMARK,0,17.52,-17.52,-1,0,2,-2,-1,0,0.028196212,-0.028196212
34704,Walmart Corp-RMA - Walmart,SUNMARK IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 1093918533,FOOT,CLIPPERS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,SUNMARK,5.43311082,0,5.43311082,0,3.001718998,0,3.001718998,0,0.018213692,0,0.018213692
34708,Walmart Corp-RMA - Walmart,REVLON IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 0997233010,FOOT,CLIPPERS,REVLON INC,REVLON,REVLON,2212790.542,1126056.066,1086734.476,0.965080255,892764.1646,492415.8614,400348.3032,0.813028853,100,100,0
34711,Walmart Corp-RMA - Walmart,REVLON GOLD SERIES IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 0997542066,FOOT,CLIPPERS,REVLON INC,REVLON,REVLON GOLD SERIES,33,189.7,-156.7,-0.826041118,4,10,-6,-0.6,0.084938936,0.262719342,-0.177780406
34716,Walmart Corp-RMA - Walmart,SALLY HANSEN TREAT YOUR TOES IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 7528002558,FOOT,CLIPPERS,COTY BEAUTY,SALLY HANSEN,SALLY HANSEN TREAT YOUR TOES,10.93,32.23,-21.3,-0.660874961,4,13,-9,-0.692307692,0.06420211,0.226025633,-0.161823524
34731,Walmart Corp-RMA - Walmart,TRIM IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 7160341000,FOOT,CLIPPERS,PACIFIC WORLD CORP,TRIM,TRIM,1.5,4.58,-3.08,-0.672489083,1,2,-1,-0.5,0.024048548,0.050663561,-0.026615013
34732,Walmart Corp-RMA - Walmart,TRIM IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 7160346900,FOOT,CLIPPERS,PACIFIC WORLD CORP,TRIM,TRIM,3.11,2.66,0.45,0.169172932,2,2,0,0,0.043412397,0.042306351,0.001106046
34733,Walmart Corp-RMA - Walmart,TRIM EASY HOLD IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 7160303289,FOOT,CLIPPERS,PACIFIC WORLD CORP,TRIM,TRIM EASY HOLD,1.5,3.48,-1.98,-0.568965517,3,3,0,0,0.020903559,0.067094638,-0.046191079
34736,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 7160300448,FOOT,CLIPPERS,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,14.58114295,14.10262892,0.478514028,0.033930839,8.000627995,10.00262892,-2.002000928,-0.200147476,0.183427235,0.277060095,-0.09363286
34738,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 7160301882,FOOT,CLIPPERS,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,1.82,1.82,0,0,1,1,0,0,0.011464319,0.026279598,-0.014815279
34744,Walmart Corp-RMA - Walmart,TWEEZERMAN GEAR IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 3809700935,FOOT,CLIPPERS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN GEAR,0,11.98728345,-11.98728345,-1,0,1.000607967,-1.000607967,-1,0,0.031099384,-0.031099384
34751,Walmart Corp-RMA - Walmart,SALLY HANSEN INGROWN BE GONE IMPLEMENTS NAIL NIPPERS 2 CT - 7528002562,FOOT,IMPLEMENT KITS,COTY BEAUTY,SALLY HANSEN,SALLY HANSEN INGROWN BE GONE,80.87,29.94,50.93,1.701068804,6,2,4,2,0.142040784,0.052997791,0.089042993
34769,Walmart Corp-RMA - Walmart,EMSON PERSONAL PEDI ELITE IMPLEMENTS KIT 1 CT - 8031309926,FOOT,IMPLEMENT KITS,EMSON/E. MISHAN & SONS INC,EMSON,EMSON PERSONAL PEDI ELITE,9.24,12.49,-3.25,-0.260208167,1,1,0,0,0.030660369,0.024896682,0.005763687
34773,Walmart Corp-RMA - Walmart,FINISHING TOUCH FLAWLESS IMPLEMENTS KIT 1 CT - 5450204762,FOOT,IMPLEMENT KITS,CHURCH & DWIGHT CO INC,FINISHING TOUCH,FINISHING TOUCH FLAWLESS,292162.8998,1230346.314,-938183.4146,-0.762536047,14982.06612,67705.73039,-52723.66427,-0.778717901,82.55719583,91.94219291,-9.384997083
34778,Walmart Corp-RMA - Walmart,HOOF IMPLEMENTS KIT 1 CT - 1793700515,FOOT,IMPLEMENT KITS,ONYX BRAND INC,HOOF,HOOF,0,8.88,-8.88,-1,0,1,-1,-1,0,0.022173647,-0.022173647
34783,Walmart Corp-RMA - Walmart,HOOF FEET IMPLEMENTS KIT 1 CT - 1793703689,FOOT,IMPLEMENT KITS,ONYX BRAND INC,HOOF,HOOF FEET,942205.0708,1104352.971,-162147.9003,-0.146826155,189945.1185,222429.6932,-32484.57472,-0.146044236,97.51374996,97.425657,0.088092958
34807,Walmart Corp-RMA - Walmart,MY BEAUTY SPOT IMPLEMENTS KIT 1 CT - 4952510237,FOOT,IMPLEMENT KITS,BEST ACCESSORY GROUP,MY BEAUTY SPOT,MY BEAUTY SPOT,1.200057399,360405.7049,-360404.5048,-0.99999667,12.00057399,122075.7608,-122063.7603,-0.999901696,0.151618644,78.14933457,-77.99771592
34808,Walmart Corp-RMA - Walmart,MY BEAUTY SPOT IMPLEMENTS KIT 1 CT - 4952510239,FOOT,IMPLEMENT KITS,BEST ACCESSORY GROUP,MY BEAUTY SPOT,MY BEAUTY SPOT,1.100057197,362181.8713,-362180.7712,-0.999996963,11.00057197,122577.2385,-122566.238,-0.999910256,0.16482559,78.2015402,-78.03671461
34809,Walmart Corp-RMA - Walmart,MY BEAUTY SPOT IMPLEMENTS OTHER KIT 1 CT - 4952511516,FOOT,IMPLEMENT KITS,BEST ACCESSORY GROUP,MY BEAUTY SPOT,MY BEAUTY SPOT,486907.1609,0,486907.1609,0,171563.4696,0,171563.4696,0,89.66942838,0,89.66942838
34821,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS OTHER KIT 2 CT - 1793773770,FOOT,IMPLEMENT KITS,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,146767.2197,0,146767.2197,0,39694.98621,0,39694.98621,0,72.39700724,0,72.39700724
34899,Walmart Corp-RMA - Walmart,REVLON PEDI EXPERT IMPLEMENTS KIT 3 CT - 0997542002,FOOT,IMPLEMENT KITS,REVLON INC,REVLON,REVLON PEDI EXPERT,46.73824887,139.73,-92.99175113,-0.665510278,9.001833081,30,-20.99816692,-0.699938897,0.177644653,0.314599943,-0.136955289
34915,Walmart Corp-RMA - Walmart,TRIM TOTALLY TOGETHER IMPLEMENTS KIT 6 CT - 7160312233,FOOT,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM TOTALLY TOGETHER,7.88,58.13,-50.25,-0.864441768,1,8,-7,-0.875,0.020007204,0.201001121,-0.180993917
34936,Walmart Corp-RMA - Walmart,JAPONESQUE IMPLEMENTS NAIL NIPPERS 2 CT - 3942859218,FOOT,NIPPERS,JAPONESQUE,JAPONESQUE,JAPONESQUE,1221536.11,1224253.727,-2717.617057,-0.002219815,79606.77223,91516.6111,-11909.83888,-0.130138548,97.12894086,96.6095741,0.519366754
35019,Walmart Corp-RMA - Walmart,REVLON GOLD SERIES IMPLEMENTS NAIL NIPPERS 2 CT - 0997542067,FOOT,NIPPERS,REVLON INC,REVLON,REVLON GOLD SERIES,479.4564163,219.9366712,259.5197452,1.179974871,47.00189698,27.00381017,19.99808681,0.740565375,0.450363882,0.349559967,0.100803915
35025,Walmart Corp-RMA - Walmart,TRIM EASY HOLD IMPLEMENTS NAIL NIPPERS 1 CT - 7160304282,FOOT,NIPPERS,PACIFIC WORLD CORP,TRIM,TRIM EASY HOLD,9.92,29.76,-19.84,-0.666666667,1,3,-2,-0.666666667,0.012516655,0.056730321,-0.044213666
35027,Walmart Corp-RMA - Walmart,TRIM NEAT FEET IMPLEMENTS NAIL NIPPERS 1 CT - 7160300454,FOOT,NIPPERS,PACIFIC WORLD CORP,TRIM,TRIM NEAT FEET,5113.056148,433.7251111,4679.331037,10.78870215,601.1227874,51.00060701,550.1221803,10.78658103,4.341224953,0.470385811,3.870839141
35031,Walmart Corp-RMA - Walmart,ONYX PROFESSIONAL IMPLEMENTS TOE NAIL CLIPPERS 1 CT - 1793770815,FOOT,NIPPERS,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL,1.000627995,11,-9.999372005,-0.909033819,1.000627995,4,-2.999372005,-0.749843001,0.025158575,0.094698411,-0.069539836
35046,Walmart Corp-RMA - Walmart,HORIZON MGA ENTERTAINMENT LOL SURPRISE IMPLEMENTS TOE SEPARATOR 364 CT - 6594085996,FOOT,TOE SEPARATOR,HORIZON GROUP/DEVRIAN GLOBAL INDUSTRIES,HORIZON,HORIZON MGA ENTERTAINMENT LOL SURPRISE,0,10,-10,-1,0,4,-4,-1,0,0.097649136,-0.097649136
35088,Walmart Corp-RMA - Walmart,DIAMOND COSMETICS IMPLEMENTS AO 1 CT - 9283498710,HAND,ABRASIVES,DIAMOND COSMETICS INC.,DIAMOND,DIAMOND COSMETICS,0,1,-1,-1,0,1,-1,-1,0,0.026375261,-0.026375261
35136,Walmart Corp-RMA - Walmart,CONAIR TRUE GLOW IMPLEMENTS BOARDS/FILES 1 CT - 7410834873,HAND,ABRASIVES,CONAIR CORP,CONAIR,CONAIR TRUE GLOW,30.99,0,30.99,0,2,0,2,0,0.054451793,0,0.054451793
35144,Walmart Corp-RMA - Walmart,CVP IMPLEMENTS BOARDS/FILES 3 CT - 6170616823,HAND,ABRASIVES,BERKSHIRE HATHAWAY INC,CVP,CVP,33.31203973,80.2245228,-46.91248307,-0.584764875,37.00246799,84.0045228,-47.00205481,-0.559518145,0.395995545,1.002451796,-0.60645625
35163,Walmart Corp-RMA - Walmart,DENCO IMPLEMENTS BOARDS/FILES 1 CT - 4213726640,HAND,ABRASIVES,BELCAM INC,DENCO,DENCO,0,2.19,-2.19,-1,0,1,-1,-1,0,0.027404336,-0.027404336
35164,Walmart Corp-RMA - Walmart,DENCO IMPLEMENTS BOARDS/FILES 1 CT - 4213726650,HAND,ABRASIVES,BELCAM INC,DENCO,DENCO,20.22,0,20.22,0,3,0,3,0,0.016022458,0,0.016022458
35190,Walmart Corp-RMA - Walmart,DIAMOND COSMETICS IMPLEMENTS BOARDS/FILES 1 CT - 9283499174,HAND,ABRASIVES,DIAMOND COSMETICS INC.,DIAMOND,DIAMOND COSMETICS,0.94,0,0.94,0,1,0,1,0,0.020981817,0,0.020981817
35191,Walmart Corp-RMA - Walmart,DIAMOND COSMETICS IMPLEMENTS BOARDS/FILES 1 CT - 9283499175,HAND,ABRASIVES,DIAMOND COSMETICS INC.,DIAMOND,DIAMOND COSMETICS,1.5,1.88,-0.38,-0.20212766,1,2,-1,-0.5,0.030272554,0.047924302,-0.017651748
35192,Walmart Corp-RMA - Walmart,DIAMOND COSMETICS IMPLEMENTS BOARDS/FILES 1 CT - 9283499176,HAND,ABRASIVES,DIAMOND COSMETICS INC.,DIAMOND,DIAMOND COSMETICS,1.900596595,0.95,0.950596595,1.000627995,2.000627995,1,1.000627995,1.000627995,0.045984144,0.018362237,0.027621907
35194,Walmart Corp-RMA - Walmart,DIAMOND COSMETICS IMPLEMENTS BOARDS/FILES 1 CT - 9283499178,HAND,ABRASIVES,DIAMOND COSMETICS INC.,DIAMOND,DIAMOND COSMETICS,0.98,8.49,-7.51,-0.884570082,1,9,-8,-0.888888889,0.005916318,0.079265641,-0.073349322
35195,Walmart Corp-RMA - Walmart,DIAMOND COSMETICS IMPLEMENTS BOARDS/FILES 1 CT - 9283499179,HAND,ABRASIVES,DIAMOND COSMETICS INC.,DIAMOND,DIAMOND COSMETICS,2.820804679,0,2.820804679,0,3.000856042,0,3.000856042,0,0.071917816,0,0.071917816
35218,Walmart Corp-RMA - Walmart,DM MERCHANDISING IMPLEMENTS BOARDS/FILES 1 CT - 2295033886,HAND,ABRASIVES,D M PRODUCTION,DM MERCHANDISING,DM MERCHANDISING,0,17.5,-17.5,-1,0,7,-7,-1,0,0.025257516,-0.025257516
35257,Walmart Corp-RMA - Walmart,FRIDABABY NAILFRIDA IMPLEMENTS BOARDS/FILES 5 CT - 5187700618,HAND,ABRASIVES,FRIDABABY LLC,FRIDABABY,FRIDABABY NAILFRIDA,38.95188112,6.99,31.96188112,4.572515182,8.000627041,2,6.000627041,3.00031352,0.18169748,0.048136886,0.133560594
35322,Walmart Corp-RMA - Walmart,INCOCO COCONUT IMPLEMENTS BOARDS/FILES 12 CT - 1379602665,HAND,ABRASIVES,INCOCO PRODUCTS,INCOCO,INCOCO COCONUT,26.19,673.05085,-646.86085,-0.961087636,9,362.00068,-353.00068,-0.975138168,0.108708176,3.927689122,-3.818980946
35360,Walmart Corp-RMA - Walmart,JAPONESQUE IMPLEMENTS BOARDS/FILES 2 CT - 3942851068,HAND,ABRASIVES,JAPONESQUE,JAPONESQUE,JAPONESQUE,219554.0865,0,219554.0865,0,88573.84338,0,88573.84338,0,94.44708735,0,94.44708735
35362,Walmart Corp-RMA - Walmart,JAPONESQUE IMPLEMENTS BOARDS/FILES 2 CT - 3942859966,HAND,ABRASIVES,JAPONESQUE,JAPONESQUE,JAPONESQUE,558120.5946,309576.8315,248543.7631,0.802850013,225771.6079,125080.1214,100691.4865,0.8050159,99.56544614,99.45671852,0.108727619
35370,Walmart Corp-RMA - Walmart,JAPONESQUE IMPLEMENTS BOARDS/FILES 24 CT - 3942859977,HAND,ABRASIVES,JAPONESQUE,JAPONESQUE,JAPONESQUE,1877657.636,773459.6965,1104197.94,1.427608891,757206.182,312298.2138,444907.9682,1.424625402,100,100,0
35394,Walmart Corp-RMA - Walmart,KISS IMPLEMENTS BOARDS/FILES 1 CT - 3150919041,HAND,ABRASIVES,"KISS PRODUCTS, INC.",KISS,KISS,0,1.56,-1.56,-1,0,1,-1,-1,0,0.034697371,-0.034697371
35420,Walmart Corp-RMA - Walmart,KISS IMPLEMENTS BOARDS/FILES 11 CT - 3150984073,HAND,ABRASIVES,"KISS PRODUCTS, INC.",KISS,KISS,2030823,2426369.277,-395546.2765,-0.163019817,92975.86199,134437.2664,-41461.40445,-0.308407078,97.73503258,95.57736192,2.157670658
35423,Walmart Corp-RMA - Walmart,KISS IMPRESS IMPLEMENTS BOARDS/FILES - 3150983778,HAND,ABRASIVES,"KISS PRODUCTS, INC.",KISS BEAUTIFUL,KISS IMPRESS,0,3,-3,-1,0,1,-1,-1,0,0.016818484,-0.016818484
